Ref,Val,Package,PosX,PosY,Rot,Side
"U1","STM32N657I0H3Q","STM32N657I0H3Q_VFBGA178_14x14",200.000000,-122.500000,0.000000,top
"U2","SPX5205-ADJ","SOT-23-5",173.087500,-89.850000,90.000000,top
"U3","SPX5205-ADJ","SOT-23-5",185.550000,-89.300000,90.000000,top
"U4","SPX5205-ADJ","SOT-23-5",198.650000,-89.700000,90.000000,top
"U5","SPX5205-ADJ","SOT-23-5",185.300000,-100.600000,90.000000,top
"U7","MX25LM51245GXDI00","MX25LM51245GXD100_BGA24C100P5X5_600X800X120",179.356000,-115.808000,-90.000000,top
"U8","SPX5205-ADJ","SOT-23-5",173.050000,-100.437500,90.000000,top
"U9","ECMF2-40A100N6","ST_UQFN-6L_1.5x1.7mm_P0.5mm",192.150000,-146.962500,90.000000,top
"U10","STMPS2151STR","SOT-23-5",198.100000,-146.400000,90.000000,top
"U11","IS42S16800F-7BL","IS42S16800F-7BL_BGA54C80P9X9_800X800X120",179.300000,-128.000000,0.000000,top
"U12","ECMF2-40A100N6","ST_UQFN-6L_1.5x1.7mm_P0.5mm",200.050000,-107.812500,90.000000,top
"U14","ECMF2-40A100N6","ST_UQFN-6L_1.5x1.7mm_P0.5mm",203.250000,-107.812500,90.000000,top
"Y3","48MHz","48MHz_Q22FA12800150_4Pin_2.0z1.6mm",200.250000,-131.400000,135.000000,top
